 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Email, Latitude, Longitude
M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Ground Floor, Hospital Block, NH 5 Eluru, West Godavari 
",534005,"08812 288288, 08812 288299",asrams@yahoo.com,16.737395,81.146494
M/s. Good Samaritan Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"D.No.13-1, Good Samaritan Cancer and General Hospital, Vangayagudem, Eluru, West Godavari
",534001,"08812 246430, 08812 246947",samaritaneluru@gmail.com,18.179738,83.39551
M/s. Indian Red Cross Society Blood Bank jangareddi gudem,Andhra Pradesh,WEST GODAVARI,Jangareddygudem,"Government Hospital Premises, Jangareddygudem",534447,08821 225305,Bloodbankahjrg@gmail.com,17.125307,81.273907
Indian Red Cross Society Blood Bank narasapuram,Andhra Pradesh,WEST GODAVARI,Narasapuram,"C/o. Community Healthcare Center, Narsapuram",534275,08814 276656 ,harshasatish555@gmail.com,16.45196,81.680205
Palakol Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Palakol,"D.No. 47-1-12/2C, 1st floor, Beside Chamber of Commerce Building, Srinivasa Deluxe, Palakol
",534260,08814 222678,palakolvoluntarybloodbank@gmail.com,16.517455,81.725342
Indian Red Cross Society Blood Bank Tanuku  (Repeated),Andhra Pradesh,WEST GODAVARI,Tanuku,"IRCS Sub Branch Doorno 27-14-9, Dodipatlavari Street, 
Tanuku, West Godavari District ",534211,8819221184,wgbloodbank@gmail.com,16.757173,81.679963
Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.27-14-9, Doddipatla Vari Street, Tanuku.",534215,08819 221184,ircs.tanuku@gmail.com,16.757173,81.679963
Sri Buddala Narasimhamurty Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.34-4/5, Ground Floor, Supriya Towers, Tanuku
",534211,08819 225269,nanibuddala@gmail.com,16.414033,80.647085
Rajiv Gandhi Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Blood Bank Medical Officer, O.P. Block Ground Floor, Blood Bank, RIMS General Hospital,Puttlampalli, Kadapa ( RIMS, Kadapa).",516001,08562 225665,"kadapabb@gmail.com balakrishna9999.1914@rediffmail.com, sgr2k2@gmail.com",15.133392,78.514102
"Indian Red Cross Society, Blood Bank",Andhra Pradesh,Y.S.R. (Kadapa),KADAPA,"D.No. 10-971, Opposite to Mattipedda Puli, Trunk Road, Kadapa
",516001,08562 272829,ircskadapa@gmail.com,14.467354,78.824134
Boga Parvathamma Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"A unit of boga parvathamma memorial blood donation service organization,
d.no:7-137, second floor, jayanagar colony , Kadapa
  ",516002,,bogaparvathamma@yahoo.com,14.467354,78.824134
Rajiv Gandhi Institute of Medical Sciences Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"RIIMS General Hospital ,Ground Floor, Putlam Palli Kadapa",516001,,,,
Fathima Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Ramarajupalli, Pulivendula Road Kadapa",516001,"08562 200505, 08562 200092",,,
District Hospital Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),PRODDATUR,"APVVP, Gavini Circle, Yerraguntla Bypass Road, Proddatur",516360,,"mobb.pdtr@gmail.com,",14.741621,78.550959
A.P Vaidyavidhanaparishad Area Hospital Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Proddatur,"Proddatur, YSR",516360,,,,
A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Pulivendula,"Ground Floor, Muddanuru Road, Pulivendula",516390,,pulivendulabb2007@gmail.com harishkumar.kvr@gmail.com,14.422232,78.226339
Changlang District Hospital Blood Bank,Arunachal Pradesh,CHANGLANG,Changlang,"District Hospital, Changlang District, Arunachal Pradesh",792120,,minsingngemu@gmail.com,27.139258,95.738757
Pasighat General Hospital Blood Bank,Arunachal Pradesh,EAST SIANG,Pasighat,"General Hospital, Pasighat,  Jt. DHS (T&R), High Region, Near NH 52. ",791102,,gjonkey@gmail.com,28.071544,95.325113
Lohit District Hospital Blood Bank,Arunachal Pradesh,LOHIT,Tezu,"District Hospital Tezu, Lohit District, Arunachal Pradesh",792001,,dmolohit@gmail.com,27.559574,96.101627
General Hospital Ziro  Blood Bank,Arunachal Pradesh,LOWER SUBANSIRI,Ziro,"General Hospital Ziro, Lower Subansiri
 
",791120,,bloodbankziro@gmail.com,27.53875,93.822176
Ramakrishna Mission Hospital Blood bank,Arunachal Pradesh,PAPUM PARE,Itanagar,"Ramakrishna Mission Hospital 
P.O. Ramakrishna Mission
Itanagar,
",791113," 0360-221 2263, 221 8780",rkmitanagar@gmail.com,27.086178,93.609065
Arunachal State Hospital Blood Bank,Arunachal Pradesh,PAPUM PARE,Naharlagun,"Arunachal State Hospital / General Hospital, NH 52A, Lumer Dai Road",791110,,neharlagumbloodbank@gmail.com,27.103121,93.691936
Tawang District Hospital Blood Bank,Arunachal Pradesh,TAWANG,Tawang,"District Hospital, Tawang District , Arunachal Pradesh",790104,,tengyal2233@gmail.com,27.588943,91.864896
Tawang District Hospital Blood Bank ,Arunachal Pradesh,TAWANG,Tawang,"Bomdila,Tawang",790104,,,,
District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Upper Siang,"Roing,Tezu, Upper Siang",,,,,
Upper Siang District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Yingkiong,"District Hospital, Yingkiong, Upper Siang District, 
Arunachal Pradesh.",791002,03777 222545,dmoykggmail.com,28.641662,95.025348
Upper Subansiri District Hospital Blood Bank,Arunachal Pradesh,UPPER SUBANSIRI,Daporijo,"District Hospital Daporijo, Upper Subansiri District, 
Arunachal Pradesh",791122,,drbininirin@gmail.com,27.981329,94.217428
West Siang District Hospital Blood Bank,Arunachal Pradesh,WEST SIANG,Aalo,"District Hospital, Medical Complex, Aalo",791001,,yatugee@gmail.com,28.169282,94.801031
Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,Assam,BARPETA,Barpeta,"Ground Floor  Fakhruddin Ali Ahmed Medical College, Jotigaon, Jania Road.
Opposite to Chaulkhowa River ",781301,03665 252088,bloodbankfaamc5@gmail.com,26.323792,90.986661
Bongaigaon Civil Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Main Road, Mayapuri,Bongaigaon",783380,03664 228103,bloodbank.bongaigaon@gmail.com,26.456671,90.560234
Lower Assam Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Chapaguri Road, North Bongaigaon",783380,3664230465,"lowerassamhospital@yahoo.in, nmandal979@gmail.com",26.492861,90.551479
Silchar Medical College and Hospital Blood Bank,Assam,CACHAR,Silchar,"Krishnapur Medical Road, Ghungoor, Silchar
",788014,03842 229103,bloodbanksmch@gmail.com,24.775578,92.794251
Indian Red Cross Children Hospital Blood Bank,Assam,CACHAR,Silchar,"Indian Red Cross Children Hospital, Tarapur, Silchar",788007,,ircs.silchar@yahoo.com,24.826127,92.796159
Barak Blood Bank and Clinical Research Centre,Assam,CACHAR,Silchar,"Central Rd, Tarapur, Kanakpur Part-II",788005, 03842 222 185,prdpnk@rediffmail.com,24.808015,92.795242
Bongaigaon Refinery (BRPL) Hospital Blood Bank ,Assam,CHIRANG,Dhaligaon,"BRPL Refinery, iocl/bgr township",783385,"03664254669, 03664253253",dr_dk_das@indianoil.in,26.510577,90.522683
Mangaldoi Civil Hospital Blood Bank,Assam,DARRANG,Mangaldoi,"Mangaldoi Civil Hospital, NH 52, Mangaldoi, Darrang",784125,03713 222024,bloodbank.mangaldoi@gmail.com,26.437551,92.036395
Dhemaji Civil Hospital Blood Bank,Assam,DHEMAJI,Dhemaji,"Ward No:9, Lachit Nagar, Natun Nagar Rd",787057,,bloodbank.dhemaji@gmail.com,27.458026,94.574533
Dhubri Civil Hospital Blood Bank,Assam,DHUBRI,Dhubri,"Jhagrarpar, Dhubri",783325,"0366 223 2558, 03662 230959",bloodbank.dhubri@gmail.com,26.034365,89.963554
Assam Medical College and Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Barbari, Dibrugarh",786002,3732303731,dbr.bloodbankamch@gmail.com,27.486985,94.944179
Dr. Damani&#39,s Nursing Home Blood Bank,Assam,DIBRUGARH,Dibrugarh,"L.G.B. Avenue, Near Circuit House",786001,0373 2302184,A/F renewal,27.4898858
Aditya Diagnostic Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Bordoloi Avenue, Dibrugarh",786005,"0373 2302219, 0373 2302220",adityahospitalsdib@gmail.com,27.491383,94.931116
Sri Manta Sankardeva Hospital and Research Centre Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Chowkindinge, Mancotta Road",786001,"00373 2327717, 0373 2327715",sshridibrugarh@yahoo.com,,
Dirial Central Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Diral Tea estate, Hoogrijan",786601,,"muninsharma1@rediffmail.com, rishavacks@gmail.com",,
Oil India Limited Hospital Blood Bank,Assam,DIBRUGARH,Duliajan,"Oil Hospital, Duliajan",786602,0374 2806356,"malamani@oilindia.in, malamani123@yahoo.com",27.359192,95.323648
Haflong Civil Hospital Blood Bank ,Assam,DIMA HASAO,Haflong,"NH 54, Songpijaang, Haflong",788819,03673 236 555,haflongbloodbank@gmail.com,25.165653,93.024831
Goalpara Civil Hospital Blood Bank,Assam,GOALPARA,Goalpara,"Agia Road, Goalpara",783121,"03663240337, 03663 243800",bloodbank.golpara@gmail.com,26.142267,90.610584
Solace Hospital and Research centre Pvt.Ltd Blood bank,Assam,GOALPARA,Goalpara,"BOC Agia Road Road, P.O. Baladmari
Opposite to Assam Oil Petrol Pump",783121,"03663 240021, 03663 243031",solacehospital@aol.in,26.164643,90.624877
Kushal Konwar (KK) Civil Hospital Blood Bank,Assam,GOLAGHAT,Golaghai town,"Abita Building, 1st floor,  Golaghat Near stataion Rd
",785621,"00377 428 0042, 03774 280265",bloodbank.golaghai@gmail.com,26.510171,93.964569
Vivekananda Kendra NRL Hospital Blood Bank,Assam,GOLAGHAT,Golaghat,"NRL Township, Numaligarh Refinery Complex",785699,"03776-266-566,03776-266-700","vknrl.hospital@gmail.com, barnali.deuri@nrl.co.in",26.591371,93.749516
S. K. Roy Civil Hospital Blood Bank ,Assam,HAILAKANDI,Hailakandi,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi",788151,"03744 281443, 03744 222423",bloodbank.hailakandi@gmail.com,24.671769,92.563355
Jorhat Medical College and Hospital Blood Bank ,Assam,JORHAT,Jorhat,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan",785001,0376 2370155,bloodbank.jmch.jorhat@gmail.com,26.742573,94.195109
Air Force Hospital Blood Bank,Assam,JORHAT,Jorhat,"Air Force station, Jorhat, 5, C/O 99 APO",785005,,drsunipat@gmail.com,,
Greater Jorhat Lions Blood Bank,Assam,JORHAT,Jorhat,"Lions Multiple Service Centre, Sonali Jayanti Nagar",785001,,"chutiabipul@gmail.com, dranimesh@yahoo.com",26.753059,94.185964
Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,KAMRUP,Guwahati,"Panbazar, Guwahati",781001,0361 2733004,bloodbankmmchguwahati@gmail.com,26.185505,91.740485
Dispur Blood Bank,Assam,KAMRUP,Guwahati,"Ganeshguri, Dispur",781006,0825 399124 ext 222,dishosp@gmail.com,26.149823,91.786638
Saharia&#39,s Path Lab & Blood Bank,Assam,KAMRUP,Guwahati,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, Bhangagarh
Opposite Anil Plaza",781005,,2019,26.16274
International Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Lotus Tower, G.S. Road, Christian Basti",781005,3617135005,"deeps.bhuyan@gmail.com, bloodbankihl.hosp@gmail.com",26.154059,91.781267
Hayat Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Odalbakra, Lalganesh",781034,0361-2475550/51/52/53/54,"hayathospital@gmail.com, hhqualitycontrol@gmail.com",26.139171,91.746199
Rahman Hospital Private Limited Blood Bank,Assam,KAMRUP,Guwahati,"VIP Road, Sixmile, Khanapara, ",781022,0361 233444,bloodbankrahmanhospitals@gmail.com,26.135133,91.809429
GNRC Institute of Medical Sciences Blood bank,Assam,KAMRUP,Guwahati,"Sila Grant Town, North Guwahati , Near IIT Guwahati",781030,"03612227700, 03612227701",drradhikalakhotia@gmail.com,26.202192,91.693312
Central Hospital N. F. Railway Blood Bank,Assam,KAMRUP,Maligaon,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati",781011,"03612723762, 03612570492","mdnfr@gmail.com, choudhurysuraj3@gmail.com",26.151872,91.694899
G.N.R.C. Hospital Blood Bank,Assam,KAMRUP METRO,"Dispur, Guwahati","Dispur, Guwahati",781006,0361 2227700,gnrclabservices@gmail.com,26.1391,91.794024
Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,KAMRUP METRO,Guwahati,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati",781032,0361 252 9457,bloodbank.gmch.guwahati@gmail.com,26.159914,91.768498
Dr. B. Borooah Cancer Institute Blood Bank,Assam,KAMRUP METRO,Guwahati,"Gopinath Nagar, Birubari, Guwahati",781016,"0361 2472366, 0361 2472636",bbeibloodbank@gmail.com,26.165087,91.747674
Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,KAMRUP METRO,Guwahati,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, 
Manipuri Basti",781007,,agvrc5@gmail.com,26.176689,91.753784
Down Town Hospital Blood Bank ,Assam,KAMRUP METRO,Guwahati,"4th Floor, Buiding No:1, G.S. Road, Dispur",781006,"00361 2332741, 0361 2334168",drmayuri_13@yahoo.co.in,26.136151,91.796833
Ganga Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"G. S. Road, Lachit Nagar, Ulubari, 
Near KFC; Neubari",781007,0361 2454742,gangabloodbankghy@gmail.com,26.172081,91.759992
 Surakhya  Blood Bank ,Assam,KAMRUP METRO,Guwahati,"Arya Hospital complex, A.M. Road, Rehabri
Opposite Apsara Cinema Hall",781008,"03612606665, 0361 2606888",surakhya2004@gmail.com,26.175065,91.75257
Marwari Hospital and Research Centre Blood Bank,Assam,KAMRUP METRO,Guwahati,"Sati Jaymati Road, Athgaon",781008,0361 2733737,tarunbdutta@gmail.com,26.172012,91.740106
151 Base Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"Basistha, Guwahati",781029,,manuchopra70@gmail.com,26.104222,91.796169
Sanjevani Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"Maligaon,  Guwahati",781011,0361 2674892,sanjevanihospital@gmail.com,26.161206,91.70941
Narayana Hrudayalaya Limited Blood Bank,Assam,KAMRUP METRO,Guwahati,"Tularam Bafana Civil Hospital Campus, North Guwahati, Amingaon.",781031,3612680321,hirakjyoti.das.dr@narayanahealth.org,26.20775,91.678242
Diphu Civil Hospital Blood Bank,Assam,KARBI ANGLONG,Diphu,"Diphu, Karbi Anglong",782460,,bloodbank.karbianglong@gmail.com,25.844281,93.433805
Karimganj Civil Hospital Blood Bank,Assam,KARIMGANJ,Karimganj,Karimganj,788710,"03843260490, 03844 263200",bloodbank.karimganj@gmail.com,24.867595,92.361806
R.N.B. Civil Hospital Blood Bank,Assam,KOKRAJHAR,Kokrajhar,"Habrubil, Gossaigaon, Kokrajhar",783370,03661 276436,bloodbank.kokrajhar@gmail.com,26.452881,89.976397
North Lakhimpur Civil Hospital Blood Bank,Assam,LAKHIMPUR,North Lakhimpur,North Lakhimpur,787001,"03752 242240, 03752 243182",bloodbank.lakhimpur@gmail.com,27.242685,94.106483
Morigaon Civil Hospital Blood Bank,Assam,Morigaon,Morigaon,"KK Handique Path, Ward Number 7, Rajagaon, ",782105,,bloodbank.morigoan@gmail.com,26.251646,92.354523
Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,Assam,NAGAON,Hojai,"Hojai, Nagaon",782435,03674-252514,hammhrc@gmail.com,26.015994,92.868186
Divisional Railway Headquarters Hospital Blood Bank,Assam,NAGAON,Lumding,Lumding  ,,,bhaskar.das@gmail.com,,
B.P. Civil Hospital Blood Bank,Assam,NAGAON,Nagaon,"Civil Road, Nagaon",782001,03672-251105,nagaonbloodbank@gmail.com,26.344942,92.689464
North East Blood Bank and Research Centre,Assam,NAGAON,Nagaon,"N.H. 37, Haibargaon, ",782002,03672 223351,gdhospital@redifmail.com,26.344263,92.680991
S. M. K. Civil Hospital Blood Bank ,Assam,NALBARI,Nalbari,Maszid Road ,781335,03624-223555,bloodbank.nalbari@gmail.com,26.448222,91.435618
Nalbari Maternity Hospital Blood Bank,Assam,NALBARI,Nalbari,Alternative Road,781335,3624220840,drrajusarma@gmail.com,26.440614,91.43584
O.N.G.C. Limited Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,Sivasagar ,785640,,manishagogoi@yahoo.co.in,26.981201,94.651794
Pragati Hospital and Research Centre Blood Bank,Assam,SIVASAGAR,Sivasagar,"A.T. Road, Sivsagar",785640,,,26.997865,94.61976
Sivasagar Civil Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,Joysagar,785640,,"bloodbank.sivsagar@gmail.com, bloodbank.sibsagar@gmail.com",26.955222,94.611106
Catholic Hospital Blood Bank,Assam,SONITPUR,Biswanath chariali,Borgang,784167,3715291162,borgangcatholichospital@yahoo.in,26.815339,93.320185
Kanaklata Civil Hospital Blood Bank,Assam,SONITPUR,Tezpur,"Main Road, Tezpur",784001,"003712-252999, 03712 220033",sonitpurbloodbank@gmail.com,26.628524,92.796499
155 Base Hospital Blood Bank,Assam,SONITPUR,Tezpur,Tezpur  ,784501,,preranaguleria@gmail.com,26.655397,92.787317
Tezpur Medical College Hospital Blood Bank ,Assam,SONITPUR,Tezpur,Bihaguri,784010,03712 241344,bloodbanktmch@gmail.com,26.680968,92.653349
Indian Oil Corp Ltd (AOD) Hospital blood bank,Assam,TINSUKIA,Digboi,"IOCL, Assam Division, Digboi",786171,03751-263515,drashokkumar@indianoil.in,27.39287,95.62943
Central Hospital  Coal India Limited,Assam,TINSUKIA,Margherita,"Coal India Limited, Margerita",786184,,gmmrg1@sancharnet.in,27.289292,95.674768
Tinsukia Civil Hospital Blood Bank,Assam,TINSUKIA,Tinsukia,"Bordoloi Nagar, Tinsukia",786125,0374 2308343,bloodbanktinsukia@gmail.com,27.498632,95.358861
Tinsukia Blood Bank,Assam,TINSUKIA,Tinsukia,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia",786125,0374 2332080,tinsukiabloodbank@yahoo.com,27.490438,95.363017
Sadar Hospital Aurangabad Blood Bank,Bihar,AURANGABAD,Aurangabad,Old  G.T. Road,824101,06186 224533,bloodbankabadbihar@gmail.com,,
Meera Nursing Home Blood Bank and Research Centre,Bihar,BEGUSARAI,Begusarai,"Pokharia Rd, Chitragupta Nagar, Begusarai,",851101,06243 222250,vjayk98222@gmail.com,,
Rastra Kavi Dinkar Blood Bank,Bihar,BEGUSARAI,Begusarai,"Sadar Hospital, Begusarai

",851101,06243 220072,bbdhbegusarai@gmail.com,25.4138,86.13596
Deshratna Rajendra Prasad Memorial Rotary Blood Bank,Bihar,BEGUSARAI,Begusarai ,"Kali Asthan,  P. O. Pokhanlya

",851101,"06243 243006, 06243-210354",rotarybloodbankbgs@gmail.com,,
Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,Bihar,BHAGALPUR,Bhagalpur,"Mayaganj, Tilkamanjhi, ",812001,0641 2409555  ,rbbjlnmch@gmail.com,25.264217,87.002126
Sadar Hospital Ara (Bhojpur) Blood bank,Bihar,BHOJPUR,Ara,"Sapna Cinema Road, Nawada,",802301,,,25.559755,84.667554
Sadar Hospital Ara Blood Bank,Bihar,BHOJPUR,Ara,"Sadar Hospital Ara Blood Bank, Shivganj
",802301,,,25.558506,84.670631
Maa Vindhyawasini Blood Bank ,Bihar,BHOJPUR,Arrah,"Pakari Chauk, Near Malti Hospital",802301,,maavindhyawasinibloodbank@gmail.com,25.539954,87.56747
Indian Red Cross Blood Bank (IRCS) Blood Bank,Bihar,BHOJPUR,Arrah,"South Ramna Road, Bhojpur",802301,,ircsbhojpur14@rediffmail.com,25.559303,84.661958
Sadar Hospital Buxar Blood Bank,Bihar,BUXAR,Buxar,"Old Campus of Sadar Hospital, Civil Line",802101,,bloodbankshbuxar@gmail.com,25.56471,83.977748
Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,Bihar,DARBHANGA,Laheriasaria,"Darbhanga Surgery Building, Ground Floor, DMCH Campus, DMCH Road",846003,06272 233 092,dmchdarbhanga@gmail.com,26.133426,85.898943
"Indian Red Cross Society Blood Bank, Motihari",Bihar,EAST CHAMPARAN,Motihari,"Red Cross Society Sadar Hospital road, Motihari, Red Cross Bhawan, Hospital Road",845401,"06252 22202, 06252 232202",ircsbloodbankmotihari@gmail.com,26.647477,84.910299
Duncan Hospital Blood Bank,Bihar,EAST CHAMPARAN,Raxaul,"Near Nepal Custom Gate, East Champaran District, Raxaul",845305,"06255 220653, 06255 222641","duncanbloodbankanup@gmail.com, duncan@eha-health.org",,
Anugrah Narayan Memorial Magadh Medical College Hospital (ANMMCH) Blood Bank,Bihar,GAYA,Gaya,Sher Ghati Road,823001,0631 2410339,moicbloodbankanmmchgaya@gmail.com,24.771176,84.960302
Bhagwan Mahabir Blood Bank,Bihar,GAYA,Gaya,"Pilgrim Hospital Campus, G. B. Road, Chowk

",823001,,,,
" Sadar Hospital, Gopalganj Blood Bank",Bihar,GOPALGANJ,Gopalganj,"Ward No. 15, Gopalganj",841428,06156-224754,ddbloodbank.sadargps@gmail.com,26.460762,84.441119
Sadar Hospital Jamui Blood Bank,Bihar,JAMUI,Jamui,"185, Khan Hospital Road ",811307,6345222820,bbjamui@gmail.com,25.20523,85.514552
"Amar Saheed Jagdeo Prasad, Sadar Hospital Jehanabad Blood Bank ",Bihar,JEHANABAD,Jehanabad,"P G Road, Arwal More",804408,06114 225857,bloodbankshjeh@gmail.com,40.267194,86.134902
Sadar Hospital Kaimur (Bhabua) Blood Bank ,Bihar,KAIMUR (BHABUA),Bhasna,"Kachahari Road, Kaimur",821101,06189 223254,bbshkai2@gmail.com,25.039579,83.607736
Katihar Medical College Blood Bank,Bihar,KATIHAR,Katihar,"Karim Bagh, Post Box No. 23",854106,06452 239202,"bbkmchkatihar@gmail.com, kmckatihar@gmail.com",,
"Sadar Hospital, Katihar Blood bank",Bihar,KATIHAR,Katihar,"Blood Bank, Sadar Hospital

",854105,,shkatbb1@gmail.com,25.539923,87.567583
Sadar Hospital Khagaria Blood Bank ,Bihar,KHAGARIA,Khagaria,"Ward Number 14, Khagaria",851205,06244 222 134,bloodbankkhagariya@gmail.com,25.50788,86.474581
Mata Gujri Memorial Medical College & Lions Kenra Hospital Blood Bank ,Bihar,KISHANGANJ,Kishanganj,"Purabbali, Dinajpur Road",855108,"06456-223476, 06456-223475",mgmkne@gmail.com,,
Mata Gujri Memorial (MGM) Blood Bank,Bihar,KISHANGANJ,Kishanganj,Medical College and Lions Seva Kendra Hospital Blood Bank,855107,06456 223475,,,
Sadar Hospital Kishanganj Blood Bank ,Bihar,KISHANGANJ,Kishanganj,Hospital Road,855107,"06456 223502, 06456 226464",bbankkne@gmail.com,26.101776,87.948834
